id,endereco_tse,cep,bairro,nome_municipio,uf,municipio_id
20-0011,"RUA GETULIO VARGAS, 109 - CENTRO",59190000,CENTRO,CANGUARETAMA,RN,2402204
20-0036,"PRACA UBALDO FERNANDES NETO, 212",59780000,CENTRO,CARAÚBAS,RN,2402303
20-0006,"ALAMEDA DO V CENTENÁRIO DO BRASIL, 66, CENTRO-FÓRUM DES. EDGAR BARBOSA",59570000,CENTRO,CEARÁ-MIRIM,RN,2402600
20-0056,"PRACA CELSO AZEVEDO, 142",59375000,CENTRO,CRUZETA,RN,2403004
20-0020,"RUA MANOEL LOPES FILHO, 922",59380000,VALFREDO GALVAO,CURRAIS NOVOS,RN,2403103
20-0048,"RUA CAMPO FORMOSO, 50, LOTEAMENTO SONHO VERDE",59156745,CAJUPIRANGA,PARNAMIRIM,RN,2403251
20-0050,"RUA CAMPO FORMOSO, 50, LOTEAMENTO SONHO VERDE",59156745,CAJUPIRANGA,PARNAMIRIM,RN,2403251
20-0064,"RUA ALMIRANTE ERNESTO DE MELO JÚNIOR, 135",59575000,CENTRO,EXTREMOZ,RN,2403608
20-0021,"RUA FRANCISCO CÍCERO, 14, CENTRO, FLORÂNIA-RN.",59335000,CENTRO,FLORÂNIA,RN,2403806
20-0009,"RUA VIGARIO ANTONIO MONTENEGRO, 353",59173000,CENTRO,GOIANINHA,RN,2404200
20-0057,RUA JOSÉ CARDOSO DO VALE,59790000,CENTRO,GOVERNADOR DIX-SEPT ROSADO,RN,2404309
20-0059,"RUA MARIA BRASILEIRA, 106",59324000,CENTRO,JARDIM DE PIRANHAS,RN,2405603
20-0023,"RUA JOSE DA COSTA CIRNE, 200",59343000,ESPLANADA,JARDIM DO SERIDÓ,RN,2405702
20-0010,"AV. ARTHUR FERREIRA DA SOLEDADE, S/N, RODOVIA RN-120, ALTO DO FERREIRA",59550000,ZONA RURAL,JOÃO CÂMARA,RN,2405801
20-0027,"RUA BENJAMIM CONSTANT, 135",59330000,CENTRO,JUCURUTU,RN,2406106
20-0017,"TRAVESSA RAIMUNDO DE MELO, 174",59535000,CENTRO,LAJES,RN,2406700
20-0042,"RUA JOSÉ FERNANDES DE QUEIROZ E SÁ, 50.",59940000,CENTRO,LUÍS GOMES,RN,2407005
20-0005,"R. OVÍDIO PEREIRA DA COSTA, 10, ARAÇÁ",59280000,CENTRO,MACAÍBA,RN,2407104
20-0030,"RUA PEREIRA CARNEIRO, 129-A",59500000,CENTRO,MACAU,RN,2407203
20-0060,"RUA NECO NONATO, S/N",59970000,CENTRO,MARCELINO VIEIRA,RN,2407302
20-0038,"RUA DR. JOAQUIM INACIO, 130",59800000,CENTRO,MARTINS,RN,2407401
20-0044,"AVENIDA JUVENAL LAMARTINE, 73, LOJA 6",59182000,CENTRO,MONTE ALEGRE,RN,2407807
20-0033,"AV. ABEL COELHO, 1181",59611300,ABOLICAO II,MOSSORÓ,RN,2408003
20-0034,"AV. ABEL COELHO, 1181 - ABOLIÇÃO II",59611300,ABOLICAO II,MOSSORÓ,RN,2408003
20-0058,"AV. ABEL COELHO, 1181, BAIRRO ABOLIÇÃO II",59690000,CENTRO,MOSSORÓ,RN,2408003
20-0001,"AV. RUI BARBOSA, S/N",59015290,TIROL,NATAL,RN,2408102
20-0002,"AV. RUI BARBOSA, SN",59015290,TIROL,NATAL,RN,2408102
20-0003,"AVENIDA RUI BARBOSA, SN",59015290,TIROL,NATAL,RN,2408102
20-0004,"AV. RUI BARBOSA, S/N",59015290,TIROL,NATAL,RN,2408102
20-0069,"AV. RUI BARBOSA, SN",59015290,TIROL,NATAL,RN,2408102
20-0067,"RUA WILDE DO NASCIMENTO, S/N",59164000,CENTRO,NÍSIA FLORESTA,RN,2408201
20-0012,"RUA PADRE NORMANDO PIGNATARO DELGADO, S/N",59215000,FREI DAMIAO,NOVA CRUZ,RN,2408300
20-0024,FÓRUM ELEITORAL JUIZ JERÔNIMO ROSADO NETO - RUA MANOEL VIRGILIO,59360000,MARIA TERCEIRA,PARELHAS,RN,2408904
20-0037,"RUA VALDEMAR IZIDIO LIMA, S/N",59770000,PADRE JOSE CRUZA,PATU,RN,2409308
20-0040,"RUA RESPICIO JOSE DO NASCIMENTO, 519",59900000,PRINCESINHA DO OESTE,PAU DOS FERROS,RN,2409407
20-0065,"RUA RESPÍCIO JOSÉ DO NASCIMENTO, 517",59900000,PRINCESINHA DO OESTE,PAU DOS FERROS,RN,2409407
20-0061,"RUA JOÃO PESSOA, S/N",59196000,CENTRO,PEDRO VELHO,RN,2409803
20-0047,"RUA FRANCISCO RODRIGUES, S/N",59504000,CENTRO,PENDÊNCIAS,RN,2409902
20-0062,"AV. MANOEL RODRIGUES, 688, CENTRO",59560000,CENTRO,POÇO BRANCO,RN,2410108
20-0063,"RUA DAMIÃO MONTEIRO DE SOUZA, 12",59810000,CENTRO,PORTALEGRE,RN,2410207
20-0016,"AV. LOURENÇO DA ROCHA, 122",59200000,CENTRO,SANTA CRUZ,RN,2411205
20-0068,"AV. LOURENÇO DA ROCHA, 122",59200000,CENTRO,SANTA CRUZ,RN,2411205
20-0028,"RUA ARISTÓFANES FERNANDES, 25, CENTRO (PALÁCIO MANOEL DE MATOS)",59520000,CENTRO,SANTANA DO MATOS,RN,2411403
20-0013,"RUA PROFESSOR EDMILSON SEVERIANO DE MELO, S/N",59255000,CENTRO,SANTO ANTÔNIO,RN,2411502
20-0052,"AV. URSULINO SILVESTRE DA SILVA, 146",59590000,CENTRO,SÃO BENTO DO NORTE,RN,2411601
20-0051,"RUA VER. AILDO MENDES DA SILVA, S/N, SAMBURÁ, SÃO GONÇALO AMARANTE-RN",59290000,SAMBURA,SÃO GONÇALO DO AMARANTE,RN,2412005
20-0007,"AV SENADOR JOÃO CÂMARA, S/N",59162000,CENTRO,SÃO JOSÉ DE MIPIBU,RN,2412203
20-0015,"PRAÇA SÃO JOSÉ, S/N",59275000,CENTRO,SÃO JOSÉ DO CAMPESTRE,RN,2412302
20-0043,"RUA CORONEL JOAO PESSOA, 300, CENTRO",59920000,CENTRO,SÃO MIGUEL,RN,2412500
20-0008,"RUA ANTÔNIO DE OLIVEIRA AZEVEDO, 51",59460000,CENTRO,SÃO PAULO DO POTENGI,RN,2412609
20-0019,"RUA LADISLAU GALVAO, 187",59400000,CENTRO,SÃO TOMÉ,RN,2412906
20-0046,"PRACA DEZ DE MARÇO, S/N",59565000,CENTRO,TAIPU,RN,2413904
20-0053,"PRAÇA MAJOR LULA GOMES, 39",59240000,CENTRO,TANGARÁ,RN,2414001
20-0014,RUA CEL. ANTONIO ANTUNES S/N,59584000,CENTRO,TOUROS,RN,2414407
20-0039,"RUA PEDRO ABÍLIO,  271 (ESQUINA COM A RUA PEDRO AMORIM)",59865000,CENTRO,UMARIZAL,RN,2414506
20-0049,"RUA JOAO FRANCISCO, 144",59670000,CENTRO,UPANEMA,RN,2414605
15-0009,"RUA CÔNEGO FIRMINO CAVALCANTE, 920 - CENTRO",58388000,CENTRO,ALAGOA GRANDE,PB,2500304
15-0013,"RUA JOÃO PESSOA , 168",58125000,CENTRO,ALAGOA NOVA,PB,2500403
15-0046,"RUA MARIA CÂNDIDA DE SENA, S/N",58390000,CENTRO,ALAGOINHA,PB,2500502
15-0073,RUA PRES. JOAO PESSOA S/N (ANEXO FORUM),58320000,CENTRO,ALHANDRA,PB,2500601
15-0037,RUA PROJETADA,58910000,BAIRRO DAS POPULARES,SÃO JOÃO DO RIO DO PEIXE,PB,2500700
15-0020,"RUA LUIZ TARGINO MOREIRA, S/N,",58233000,CENTRO,ARARUNA,PB,2501005
15-0011,"PRAÇA DO TRABALHO, SN",58397000,JUSSARA,AREIA,PB,2501104
15-0049,"RUA PADRE LEONEL FRANCA, N. 150",58489000,CENTRO,AROEIRAS,PB,2501302
15-0014,"RUA ADJALMA EPITÁCIO, S/N",58220000,CONJUNTO MAJOR AUGUSTO BEZERRA,BANANEIRAS,PB,2501500
15-0061,"AV. LIBERDADE, 3423",58306000,CENTRO,BAYEUX,PB,2501807
15-0054,"RODOVIA PB 055, KM 74",58255000,BELEM,BELÉM,PB,2501906
15-0039,"RUA MAE UMBELINA, 180 - TÉRREO - CENTRO - BONITO DE SANTA FÉ/PB",58960000,CENTRO,BONITO DE SANTA FÉ,PB,2502409
15-0062,"AV. NOSSA SENHORA DO DESTERRO, 1040",58450000,BAIRRO NOVO,BOQUEIRÃO,PB,2502508
15-0038,"RUA PADRE AYRES, S/N.",58890000,CENTRO,BREJO DO CRUZ,PB,2502805
15-0021,"R. PADRE INACIO CAVALCANTE DE ALBUQUERQUE, N 379",58480000,CENTRO,CABACEIRAS,PB,2503100
15-0057,BR 230 KM 01- B,58310000,CENTRO,CABEDELO,PB,2503209
15-0015,"RUA ANTENOR NAVARRO, S/N",58253000,CENTRO,CAIÇARA,PB,2503605
15-0042,RUA VALDENEZ PEREIRA DE SOUZA S/N - ANEXO AO FORUM FERREIRA JUNIOR,58900000,CENTRO,CAJAZEIRAS,PB,2503704
15-0068,"AV. COMANDANTE VITAL ROLIM, S/N (ANEXO AO FÓRUM)",58900000,CENTRO,CAJAZEIRAS,PB,2503704
15-0016,RUA RIO GRANDE DO SUL S/N - COMPLEXO JUDICIARIO,58414025,LIBERDADE,CAMPINA GRANDE,PB,2504009
15-0017,"RUA RIO GRANDE DO SUL, S/N",58414025,LIBERDADE,CAMPINA GRANDE,PB,2504009
15-0071,"RUA RIO GRANDE DO SUL, S/N",58414025,LIBERDADE,CAMPINA GRANDE,PB,2504009
15-0072,"AV. RIO GRANDE DO SUL, S/N -",58105430,LIBERDADE,CAMPINA GRANDE,PB,2504009
15-0036,"AV. DEP. AMÉRICO MAIA, S/N",58884000,JOÃO SERAFIM,CATOLÉ DO ROCHA,PB,2504306
15-0041,RUA ANTONIO GONZAGA S/N,58970000,CENTRO,CONCEIÇÃO,PB,2504405
15-0052,"RUA JOÃO FERNANDES DE LIMA, S/N",58770000,POMBALZINHO,COREMAS,PB,2504801
15-0003,"RUA CESÁR CARTAXO,117",58337000,CENTRO,CRUZ DO ESPÍRITO SANTO,PB,2504900
15-0024,"RUA SAMUEL FURTADO, S/N",58175000,CENTRO,CUITÉ,PB,2505105
15-0019,"RUA CÍCERO GALDINO SOBRINHO, 56",58135000,CENTRO,ESPERANÇA,PB,2506004
15-0010,"RUA ALMEIDA BARRETO, 39",58200000,CENTRO,GUARABIRA,PB,2506301
15-0075,RUA SETE DE SETEMBRO S/N,58356000,CENTRO,GURINHÉM,PB,2506400
15-0008,RUA PREFEITO FRANCISCO LUCAS DE SOUZA RANGEL,58380000,JARDIM FARIAS,INGÁ,PB,2506806
15-0006,"PRAÇA EPITACIO PESSOA, 02, CENTRO",58360000,CENTRO,ITABAIANA,PB,2506905
15-0033,"RUA FELINTO EVANGELISTA PRIMO, S/N,  ANEXO AO FÓRUM LOCAL",58780000,LOTEAMENTO JOAO SILVINO,ITAPORANGA,PB,2507002
15-0060,"RUA PRESIDENTE JOAO PESSOA, S/N,CENTRO",58278000,CENTRO,JACARAÚ,PB,2507309
15-0001,"RUA ODON BEZERRA, 309",58020500,TAMBIÁ,JOÃO PESSOA,PB,2507507
15-0064,"RUA ODON BEZERRA, 309",58020500,TAMBIÁ,JOÃO PESSOA,PB,2507507
15-0070,"RUA ODON BEZERRA, 309",58020500,TAMBIÁ,JOÃO PESSOA,PB,2507507
15-0076,"RUA ODON BEZERRA, 309",58020500,TAMBIÁ,JOÃO PESSOA,PB,2507507
15-0077,"RUA ODON BEZERRA, 309",58020500,TAMBIÁ,JOÃO PESSOA,PB,2507507
15-0056,"PRAÇA JOÃO PESSOA, S/N (FÓRUM)",58660000,CENTRO,JUAZEIRINHO,PB,2507705
15-0051,RUA MONSENHOR VALERIANO PEREIRA,58713000,CENTRO,MALTA,PB,2508802
15-0007,"RUA  PRESIDENTE KENNEDY, S/N - BR 101",58280000,CENTRO,MAMANGUAPE,PB,2508901
15-0029,"RUA CAPITÃO ANTÔNIO VICENTE, N 11",58500000,CENTRO,MONTEIRO,PB,2509701
15-0028,"RUA VIDAL DE NEGREIROS, 200",58700330,CENTRO,PATOS,PB,2510808
15-0065,"RUA JOÃO BOSCO DE ARAÚJO, 200",58700330,JARDIM CALIFÓRNIA,PATOS,PB,2510808
15-0044,"RUA FERNANDO CABRAL, S/N",58328000,CENTRO,PEDRAS DE FOGO,PB,2511202
15-0032,"RUA VIRGILIO DE ARAÚJO SILVA, SN",58765000,JARDIM OURO BRANCO,PIANCÓ,PB,2511301
15-0066,"RUA VIRGILIO DE ARAÚJO SILVA, SN",58765000,JARDIM OURO BRANCO,PIANCÓ,PB,2511301
15-0025,"RUA OTÁVIO HENRIQUES, 41",58187000,CENTRO,PICUÍ,PB,2511400
15-0005,"PRAÇA 31 DE MARÇO, S/N (FORUM)",58338000,CENTRO,PILAR,PB,2511509
15-0045,"RUA NORBERTO BARACUHY, 258",58393000,CENTRO,PILÕES,PB,2511608
15-0047,RODOVIA PB 055 - LOTEAMENTO OLIVEIRO PEREIRA DE LUCENA,58213000,CENTRO,PIRPIRITUBA,PB,2511806
15-0050,"RUA PROFESSOR JOÃO RODRIGUES, S/N",58150000,CENTRO,POCINHOS,PB,2512002
15-0031,"RUA PROFESSORA MARIA CLAUDETE BANDEIRA DE SOUSA, 307",58840000,PETROPOLIS,POMBAL,PB,2512101
15-0074,"RUA VICENTE NERI,  78",58550000,CENTRO,PRATA,PB,2512200
15-0034,"RUA SAO ROQUE, 210, CENTRO",58755000,CENTRO,PRINCESA ISABEL,PB,2512309
15-0059,RUA EUNICE RIBEIRO 372 TÉRREO,58475000,CENTRO,QUEIMADAS,PB,2512507
15-0067,"RUA JULITA GARCIA SERAFIM, SN",58398000,CENTRO,REMÍGIO,PB,2512705
15-0055,RUA TENENTE JOSÉ DE FRANCA S/N,58297000,CENTRO,RIO TINTO,PB,2512903
15-0026,"FÓRUM ELEITORAL DES. LUIZ SILVIO RAMALHO - RUA BONIFÁCIO NÓBREGA, S/N",58600000,BAIRRO SAO JOSE,SANTA LUZIA,PB,2513406
15-0002,"RUA MARIA DE LOURDES SEREJO, S/N",58300660,ALTO DOS EUCALIPTOS,SANTA RITA,PB,2513703
15-0069,RUA MANOEL HERCULANO DA CRUZ N 466,58865000,CENTRO,SÃO BENTO,PB,2513901
15-0022,"RUA LOURIVAL RAMOS, S/N",58590000,CENTRO,SÃO JOÃO DO CARIRI,PB,2514008
15-0040,"RODOVIA PB 400, N 251 - PERIMETRO URBANO",58940000,CENTRO,SÃO JOSÉ DE PIRANHAS,PB,2514503
15-0004,"RUA PADRE ZEFERINO MARIA, S/N, CENTRO",58340000,CENTRO,SAPÉ,PB,2515302
15-0058,"RUA RAUL DA COSTA LEAO,122",58580000,CENTRO,SERRA BRANCA,PB,2515500
15-0012,"RUA MONSENHOR WALFREDO, 33",58395000,CENTRO,SERRARIA,PB,2515906
15-0048,"RUA CÂNDIDO DE SOUZA, 87",58225000,CENTRO,SOLÂNEA,PB,2516003
15-0023,"RUA VENÂNCIO MARTINS SAMPAIO, S/N (FÓRUM)",58155000,JARDIM CRUZEIRO,SOLEDADE,PB,2516102
15-0035,"FÓRUM ELEITORAL DES. WALTER SARMENTO DE SÁ - RUA HAROLDO NAZARETH, SN",58804718,RACHEL GADELHA,SOUSA,PB,2516201
15-0063,"RUA HAROLDO NAZARETH, S/N",58802185,GATO PRETO,SOUSA,PB,2516201
15-0043,RUA ANTONIO BATISTA GONÇALVES - 281,58540000,CENTRO,SUMÉ,PB,2516300
15-0027,"RUA SOLON DE LUCENA, S/N",58680000,BAIRRO DO ALTO,TAPEROÁ,PB,2516508
15-0030,"RUA TEN. MANOEL DE OLIVEIRA LIRA, S/N",58735000,CENTRO,TEIXEIRA,PB,2516706
15-0053,"RUA POETA FRANCISCO EVARISTO, S/N",58915000,RETIRO I,UIRAÚNA,PB,2516904
15-0018,"PRAÇA JOÃO PESSOA, 25 - TÉRREO",58497000,CENTRO,UMBUZEIRO,PB,2517001
17-0119,"AV. DUQUE DE CAXIAS, 439 (EM FRENTE AO BANCO ITAÚ)",53520010,TIMBO,ABREU E LIMA,PE,2600054
17-0066,"RUA 15 DE NOVEMBRO, 165",56800000,CENTRO,AFOGADOS DA INGAZEIRA,PE,2600104
17-0107,"AVENIDA FRANCISCO RODRIGUES, 229",56360000,CENTRO,AFRÂNIO,PE,2600203
17-0086,"RUA MARECHAL RONDON, 100",55495000,CENTRO,AGRESTINA,PE,2600302
17-0038,"PRACA DOS TRES PODERES, 3280",55550000,CENTRO,ÁGUA PRETA,PE,2600401
17-0064,"PRAÇA NOSSA SENHORA DA CONCEIÇÃO, 03",55340000,CENTRO,ÁGUAS BELAS,PE,2600500
17-0032,"RUA 2, N 79",55890000,VILA DA COHAB,ALIANÇA,PE,2600708
17-0048,RUA DR. SALES N 97,55490000,CENTRO,ALTINHO,PE,2600807
17-0031,RUA DAS FLORES N. 60,55515000,LOTEAMENTO JOAO PAULO II,AMARAJI,PE,2600906
17-0087,"RUA ANTONIO MARTINIANO DA COSTA, S/N",55430000,CENTRO,ANGELIM,PE,2601003
17-0084,"RUA ANA RAMOS LACERDA, S/N",56280000,CENTRO,ARARIPINA,PE,2601102
17-0057,"RUA ORLANDO BISPO DE QUEIROZ, S/N, SÃO MIGUEL, PRÓX. CHURRASCARIA 2000",56509330,SAO MIGUEL,ARCOVERDE,PE,2601201
17-0042,"RUA DOM LUIZ, NÚMERO 346",55560000,CENTRO,BARREIROS,PE,2601409
17-0073,"AV. CORONEL JERÔNIMO PIRES, 820, CENTRO (FÓRUM)",56440000,CENTRO,BELÉM DE SÃO FRANCISCO,PE,2601607
17-0045,PRAÇA JOÃO TORRES GALINDO S/N,55150000,EDSON MORORÓ MOURA,BELO JARDIM,PE,2601706
17-0108,"RUA LUIZ MESTRE, S/N, CENTRO",56670000,CENTRO,BETÂNIA,PE,2601805
17-0035,"AV. DR JOSÉ SALES SOBRINHO, 21",55660000,SÃO SEBASTIÃO,BEZERROS,PE,2601904
17-0080,"RUA TEODÓZIO LEANDRO HORAS, S/N",56220000,CENTRO,BODOCÓ,PE,2602001
17-0061,"AVENIDA TENENTE RAUL DE HOLANDA CAVALCANTE, N. 112, CENTRO",55330000,CENTRO,BOM CONSELHO,PE,2602100
17-0033,"RUA JOSÉ BEZERRA, N 64",55730000,CENTRO,BOM JARDIM,PE,2602209
17-0039,"RUA ESMERALDINO BANDEIRA, 66 - CENTRO (EM FRENTE À BIBLIOTECA PÚBLICA)",55680000,CENTRO,BONITO,PE,2602308
17-0054,RUA DOM LUIZ DE BRITO 200,55170000,CENTRO,BREJO DA MADRE DE DEUS,PE,2602605
17-0060,AVENIDA JONAS CAMELO - S/N,56520000,CENTRO,BUÍQUE,PE,2602803
17-0015,"ANTIGA BR 101 - SUL - KM 33 - LOT. AD/DIPER, APÓS O ASA BRANCA",54510450,CENTRO,CABO DE SANTO AGOSTINHO,PE,2602902
17-0121,"ANTIGA BR 101, KM 33",54500000,CENTRO,CABO DE SANTO AGOSTINHO,PE,2602902
17-0077,"RUA VER. JOAO GONCALVES  SANTOS, 1021",56180000,CENTRO,CABROBÓ,PE,2603009
17-0115,"RUA SIQUEIRA CAMPOS, 37, CENTRO (NA RUA POR TRÁS DA IGREJA MATRIZ)",55380000,CENTRO,CACHOEIRINHA,PE,2603108
17-0127,"2. TRAVESSA MARIA ADÉLIA COLLIER, 20 A",54762740,CENTRO,CAMARAGIBE,PE,2603454
17-0132,"RUA MANOEL SERAFIM DOS SANTOS, 26",55665000,CENTRO,CAMOCIM DE SÃO FÉLIX,PE,2603504
17-0053,"RUA JOSÉ FERREIRA LEITE, N.10",55420000,CENTRO,CANHOTINHO,PE,2603702
17-0130,RUA APRIGIO INACIO CORDEIRO - FORUM DE CAPOEIRAS,55365000,CENTRO,CAPOEIRAS,PE,2603801
17-0098,"RUA JOSÉ MARTINS, 286 - NA RUA DA IGREJA.",56820000,CENTRO,CARNAÍBA,PE,2603900
17-0020,RUA JORNAL VOZ DO PLANALTO   S/N   (AO LADO DA FALUB),55815155,SÃO JOSÉ,CARPINA,PE,2604007
17-0041,FÓRUM ELEITORAL DR. LUIZ PESSOA - RUA OLÍVIO FERREIRA DE AZEVEDO 263,55016839,UNIVERSITARIO,CARUARU,PE,2604106
17-0105,RUA OLÍVIO FERREIRA DE AZEVEDO 263,55016839,UNIVERSITARIO,CARUARU,PE,2604106
17-0106,"RUA OLÍVIO FERREIRA DE AZEVEDO, 263 (PRÓXIMO HOSPITAL UNIMED)",55016839,UNIVERSITARIO,CARUARU,PE,2604106
17-0043,"PRACA COSTA AZEVEDO, 120",55400000,CENTRO,CATENDE,PE,2604205
17-0125,"AVENIDA OLEGARIO FONSECA, 1480",55940000,CENTRO,CONDADO,PE,2604601
17-0059,"PRAÇA AGAMENON MAGALHÃES, S/N",55315000,CENTRO,CORRENTES,PE,2604700
17-0126,"RUA EUMÊNIA DE OLIVEIRA GONÇALVES, S/N",55655000,CENTRO,CUMARU,PE,2604908
17-0095,"RUA JOSÉ LUIZ DA SILVEIRA BARROS, N. 150, CENTRO (VIZINHO AO FÓRUM)",55460000,CENTRO,CUPIRA,PE,2605004
17-0065,"RUA ANTÔNIO JOSÉ DE MOURA, 50",56640000,CENTRO,CUSTÓDIA,PE,2605103
17-0019,"RUA DOUTOR EZEQUIEL DE BARROS, SN (FORUM DE ESCADA)",55500000,MARACUJA,ESCADA,PE,2605202
17-0079,"AV. EDMUNDO DANTAS, S/N",56230000,CENTRO,EXU,PE,2605301
17-0135,"RUA SEBASTIÃO DA ROCHA, S/N",55715000,CENTRO,FEIRA NOVA,PE,2605400
17-0067,"RUA PEDRO SANTOS ESTIMA, 87",56850000,CENTRO,FLORES,PE,2605608
17-0072,"AV. DEPUTADO AUDOMAR FERRAZ, 52",56400000,CENTRO,FLORESTA,PE,2605707
17-0029,"RUA JOSÉ BARRADAS, 81",55530000,CENTRO,GAMELEIRA,PE,2605905
17-0056,"RUA BARÃO DE NAZARE, S/N",55294580,MAGANO,GARANHUNS,PE,2606002
17-0092,"RUA BARÃO DE NAZARÉ, S/N, BAIRRO MAGANO",55294580,SAO JOSE,GARANHUNS,PE,2606002
17-0021,"AV. RUI BARBOSA, 249 (NA RUA DA PREFEITURA, EM FRENTE AO ANTIGO FÓRUM)",55620000,CENTRO,GLÓRIA DO GOITÁ,PE,2606101
17-0025,"RUA DA SOLEDADE, 168",55900000,CENTRO,GOIANA,PE,2606200
17-0104,"RUA DA SOLEDADE, 168",55900000,CENTRO,GOIANA,PE,2606200
17-0030,RUA MANOEL ANTÔNIO DE SOUZA 15 A - PRÓXIMO AO CERU,55640000,CENTRO,GRAVATÁ,PE,2606408
17-0128,"AV. CASTRO ALVES, 380 - CENTRO",56580000,CENTRO,IBIMIRIM,PE,2606606
17-0138,"RUA SERGIO ALVES DE MELO, S/N, FÓRUM DR. NESTOR VAREJÃO",55390000,CENTRO,IBIRAJUBA,PE,2606705
17-0085,"RUA JOAQUIM NABUCO, S/N",53600000,CENTRO,IGARASSU,PE,2606804
17-0063,"AV. TENENTE DOMINGOS GOMES, 151(AO LADO HOSPITAL)",56560000,CENTRO,INAJÁ,PE,2607000
17-0016,"RUA CEL. JOÃO DE SOUZA LEÃO, 125",55590000,CENTRO,IPOJUCA,PE,2607208
17-0129,"PRAÇA SIQUEIRA CAMPOS, S/N",56260000,CENTRO,IPUBI,PE,2607307
17-0143,"RUA JOAQUIM NABUCO, 4",56550000,CENTRO,ITAÍBA,PE,2607505
17-0131,"AV. JOAO PESSOA GUERRA, 282-B",53900000,BAIXA VERDE,ILHA DE ITAMARACÁ,PE,2607604
17-0027,"RUA PASCOAL CARRAZZONE, 198",55920000,CENTRO,ITAMBÉ,PE,2607653
17-0099,"RUA SÃO PEDRO, 126",56720000,CENTRO,ITAPETIM,PE,2607703
17-0011,"AV BARRETO DE MENEZES, S/N, GUARARAPES, JABOATÃO DOS GUARARAPES/PE",54325000,GUARARAPES,JABOATÃO DOS GUARARAPES,PE,2607901
17-0101,"AVENIDA BARRETO DE MENEZES, S/N",54325000,GUARARAPES,JABOATÃO DOS GUARARAPES,PE,2607901
17-0118,AV BARRETO DE MENEZES S.N,54325000,PRAZERES,JABOATÃO DOS GUARARAPES,PE,2607901
17-0147,"AV BARRETO DE MENEZES, SN - GUARARAPES",54325000,GUARARAPES,JABOATÃO DOS GUARARAPES,PE,2607901
17-0134,RUA VEREADOR PEDRO DOCA FILHO S/N,55180000,CENTRO,JATAÚBA,PE,2608008
17-0088,"AV. PRESIDENTE KENNEDY, S/N, FÓRUM DES. CUNHA BARRETO.",55750000,BOA VISTA,JOÃO ALFREDO,PE,2608107
17-0111,"AVENIDA MANOEL JOSÉ DA COSTA FILHO, SITUADO NO FÓRUM ESTADUAL DE JOAQU",55535000,CENTRO,JOAQUIM NABUCO,PE,2608206
17-0124,"PRAÇA NOSSA SENHORA DA CONCEIÇÃO, N 55",55480000,CENTRO,JUREMA,PE,2608404
17-0122,"RUA PROFESSOR MANOEL EDMUNDO, S/N",55450000,CENTRO,LAGOA DOS GATOS,PE,2608701
17-0137,"RUA LESTE, 129",56395000,CENTRO,LAGOA GRANDE,PE,2608750
17-0094,"PRAÇA JOAQUIM NABUCO, 112-D CENTRO PRÓXIMO À PREFEITURA",55385000,CENTRO,LAJEDO,PE,2608800
17-0024,LOTEAMENTO OTACIO DE LEMOS VASCONCELOS S/N- FORUM,55700000,OTÁCIO DE LEMOS,LIMOEIRO,PE,2608909
17-0103,"LOTEAMENTO OTÁCIO DE LEMOS VASCONCELOS, S/N",55700000,CENTRO,LIMOEIRO,PE,2608909
17-0090,RUA JAIR DA CUNHA ANDRADE 57,55865000,CENTRO,MACAPARANA,PE,2609006
17-0139,"LOTEAMENTO NOVA MARAIAL, S/N, PRÉDIO FÓRUM. MARAIAL/PE",55405000,CENTRO,MARAIAL,PE,2609204
17-0014,"PRAÇA DA BANDEIRA, N 27, CENTRO",54800000,CENTRO,MORENO,PE,2609402
17-0023,"RUA SETE DE SETEMBRO, N. 136",55800000,CENTRO,NAZARÉ DA MATA,PE,2609501
17-0010,"RUA DR. MANOEL DE ALMEIDA BELO, 1091",53030030,BAIRRO NOVO,OLINDA,PE,2609600
17-0100,"R. DR. MANOEL DE ALMEIDA BELO, 1091",53030030,BAIRRO NOVO,OLINDA,PE,2609600
17-0117,"RUA DR. MANOEL DE ALMEIDA BELO, 1091",53030030,BAIRRO NOVO,OLINDA,PE,2609600
17-0096,"RUA JOAO PESSOA, S/N",55745000,CENTRO,OROBÓ,PE,2609709
17-0082,"AVENIDA FERNANDO BEZERRA, S/N",56200000,CENTRO,OURICURI,PE,2609907
17-0037,"BR 101, KM 187",55540000,ENGENHO PAUL,PALMARES,PE,2610004
17-0110,"RUA PRESIDENTE JOÃO PESSOA, SN - FORUM PALMEIRINA",55310000,CENTRO,PALMEIRINA,PE,2610103
17-0049,"BR 104, KM 115 - FÓRUM DE PANELAS",55470000,CENTRO,PANELAS,PE,2610202
17-0078,"RUA CORONEL JAMBO, 39",56163000,CENTRO,PARNAMIRIM,PE,2610400
17-0091,"PRACA SEVERINO FERREIRA, 107",55650000,CENTRO,PASSIRA,PE,2610509
17-0017,"PRAÇA JOAQUIM NABUCO, N. 74, CENTRO, PAUDALHO",55825000,CENTRO,PAUDALHO,PE,2610608
17-0012,AV. FLORIANO PEIXOTO S/N - CENTRO (EM FRENTE A LOJAS AMERICANAS),53401460,CENTRO,PAULISTA,PE,2610707
17-0146,"AV. MARECHAL FLORIANO PEIXOTO, CENTRO",53401460,CENTRO,PAULISTA,PE,2610707
17-0058,RUA JOAO GALINDO - S/N,55280000,CENTRO,PEDRA,PE,2610806
