Tribunal Regional Eleitoral do Ceará;;;;;;;;;;;;
Seções no Estado do Ceará;;;;;;;;;;;;
Não contempla os locais/seções de voto em trânsito. Os quantitativos de eleitores abrangem os eleitores que saíram para votar em trânsito.;;;;;;;;;;;;
Dados sujeitos a alterações - atualizados em  28/10/2014 06:10:27;;;;;;;;;;;;
;;;;;;;;;;;;
Zona;Cod. Município;Município;Cod. Local;Local de Votação;Endereço;Bairro;CEP;Nº da Seção Principal;Qtd. Eleitores Principal;Nºs das Seções Agregadas;Qtd. Eleitores Agregadas;Total Eleitores
19;15679;TAUÁ;1570;GRUPO ESCOLAR SEBASTIAO CLARO DE OLIVEIRA;CIPO;CARRAPATEIRAS;63660000;128;204; ;0;204
19;15679;TAUÁ;1589;ESCOLA ANTONIO ALVES DE PAIVA;LIMÃO;CARRAPATEIRAS;63660000;129;174;185;173;347
19;15679;TAUÁ;1597;EPG JOAQUIM RODRIGUES DE OLIVEIRA;MORADA NOVA;CARRAPATEIRAS;63660000;130;144; ;0;144
19;15679;TAUÁ;1627;ESCOLA FRANCISCO FERREIRA DE SOUSA;OLHO DAGUINHA;CARRAPATEIRAS;63660000;132;190;145;111;301
19;15679;TAUÁ;1627;ESCOLA FRANCISCO FERREIRA DE SOUSA;OLHO DAGUINHA;CARRAPATEIRAS;63660000;133;194;197;110;304
19;15679;TAUÁ;1635;ESCOLA JOAO JOSE VIEIRA GOMES;MUTUCA;CARRAPATEIRAS;63660000;134;342; ;0;342
19;15679;TAUÁ;1660;EPG JESUS MARIA JOSE;VILA DE MARRECAS;MARRECAS;63660000;135;129; 152, 137;255;384
19;15679;TAUÁ;1660;EPG JESUS MARIA JOSE;VILA DE MARRECAS;MARRECAS;63660000;136;129;164;128;257
19;15679;TAUÁ;1660;EPG JESUS MARIA JOSE;VILA DE MARRECAS;MARRECAS;63660000;138;128;218;127;255
19;15679;TAUÁ;1686;EPG LUIZA MARIA DA SILVA;VILA JOAQUIM MOREIRA;MARRECAS;63660000;139;247; ;0;247
19;15679;TAUÁ;1686;EPG LUIZA MARIA DA SILVA;VILA JOAQUIM MOREIRA;MARRECAS;63660000;160;247; ;0;247
19;15679;TAUÁ;1686;EPG LUIZA MARIA DA SILVA;VILA JOAQUIM MOREIRA;MARRECAS;63660000;170;248; ;0;248
19;15679;TAUÁ;1694;GE CARLOS ALBUQUERQUE LIMA;SANTA LUZIA;MARRECAS;63660000;140;175; ;0;175
19;15679;TAUÁ;1708;ESCOLA ANTONIO TORQUATO RODRIGUES;COCOCA;MARRECAS;63660000;176;191;141;184;375
19;15679;TAUÁ;1716;EPG FRANCISCO BERNARDO DE OLIVEIRA;MISSAO;MARRECAS;63660000;142;162;161;163;325
19;15679;TAUÁ;1732;EEEP MONSENHOR ODORICO DE ANDRADE;AV. CHERMONT ALVES DE OLIVEIRA, 4600;JOSÉ ÓSIMO;63600000;167;390; ;0;390
19;15679;TAUÁ;1732;EEEP MONSENHOR ODORICO DE ANDRADE;AV. CHERMONT ALVES DE OLIVEIRA, 4600;JOSÉ ÓSIMO;63600000;171;381; ;0;381
19;15679;TAUÁ;1732;EEEP MONSENHOR ODORICO DE ANDRADE;AV. CHERMONT ALVES DE OLIVEIRA, 4600;JOSÉ ÓSIMO;63600000;184;387; ;0;387
19;15679;TAUÁ;1732;EEEP MONSENHOR ODORICO DE ANDRADE;AV. CHERMONT ALVES DE OLIVEIRA, 4600;JOSÉ ÓSIMO;63600000;198;381;201;17;398
19;15679;TAUÁ;1732;EEEP MONSENHOR ODORICO DE ANDRADE;AV. CHERMONT ALVES DE OLIVEIRA, 4600;JOSÉ ÓSIMO;63600000;209;386; ;0;386
19;15679;TAUÁ;1732;EEEP MONSENHOR ODORICO DE ANDRADE;AV. CHERMONT ALVES DE OLIVEIRA, 4600;JOSÉ ÓSIMO;63600000;256;387; ;0;387
19;15679;TAUÁ;1767;EPG SEBASTIAO FEITOSA LEITAO CASTRO;BAIXAS;MARRECAS;63660000;189;95; ;0;95
19;15679;TAUÁ;1775;ESCOLA LUZIA AURELIO DOS SANTOS;ABOBORA;TRICI;63660000;178;149; ;0;149
19;15679;TAUÁ;1783;ESCOLA RAIMUNDO ALVES DE MELO;ALTAMIRA;CARRAPATEIRAS;63660000;179;347; ;0;347
19;15679;TAUÁ;1791;ESCOLA AGRICOLA CENECISTA FRANCISCA CAVALCANTE FIALHO;CACHOEIRINHA DO PAI SENHOR;BARRA NOVA;63660000;181;260;227;131;391
19;15679;TAUÁ;1813;GRUPO ESCOLAR DE 1 GRAU AFONSO N TEIXEIRA;PALMEIRAS;MARROAS;63660000;182;186; ;0;186
19;15679;TAUÁ;1821;ESCOLA RAIMUNDO GONÇALVES MAIA;VILA CASTELO;MARRECAS;63660000;183;327; ;0;327
19;15679;TAUÁ;1856;E.E.I. FRANCISCA BEZINHA DE ARAÚJO;BAIXA VERDE;MARRECAS;63660000;205;116; ;0;116
19;15679;TAUÁ;1880;ESCOLA JUSTINO ALVES DE LIMA;CAIÇARA;CARRAPATEIRAS;63660000;211;94; ;0;94
19;15679;TAUÁ;1899;ESCOLA ELIZEU MENEZES DA COSTA;ASSENTAMENTO BONIFACIO;MARRECAS;63660000;210;309; ;0;309
19;15679;TAUÁ;1902;ESCOLA SEBASTIAO REGO;ASSENTAMENTO ANGICO;BARRO BRANCO - SEDE;63660000;215;216; ;0;216
19;15679;TAUÁ;1910;ESCOLA JOSE FERREIRA BARRA;VENEZA;DISTRITO - SEDE;63660000;214;102; ;0;102
19;15679;TAUÁ;1929;EEF MARIA ALEXANDRINO NOGUEIRA MARQUES;AV CEL VICENTE ALEXANDRINO DE SOUSA;TAUAZINHO;63660000;159;378; ;0;378
19;15679;TAUÁ;1929;EEF MARIA ALEXANDRINO NOGUEIRA MARQUES;AV CEL VICENTE ALEXANDRINO DE SOUSA;TAUAZINHO;63660000;213;379; ;0;379
19;15679;TAUÁ;1929;EEF MARIA ALEXANDRINO NOGUEIRA MARQUES;AV CEL VICENTE ALEXANDRINO DE SOUSA;TAUAZINHO;63660000;265;378; ;0;378
19;15679;TAUÁ;1937;ESCOLA FRANCISCO CIRILO DE ARAUJO;VARZEA DA SERRA;MARROAS;63660000;217;166; ;0;166
19;15679;TAUÁ;1945;ESCOLA JOSE LUIS DE MARIA;CACHOEIRA DOS BOEGAS;MARROAS;63660000;216;138; ;0;138
19;15679;TAUÁ;1953;EEF COSMO PEREIRA DOS SANTOS;BELO ALTO;MARRECAS;63660000;220;172; ;0;172
19;15679;TAUÁ;1961;EEF ANTONIO ZACARIAS MOTA;SANTA MARIA;MARROAS;63660000;228;135; ;0;135
19;15679;TAUÁ;1970;EEFI ANTÔNIO TOTÓ DE OLIVEIRA;TODOS OS SANTOS DE CIMA;MARROAS;63660000;219;114; ;0;114
19;15679;TAUÁ;1988;EEF ANTONIO PINHEIRO TELES;BOM NOME;MARROAS;63660000;224;122; ;0;122
19;15679;TAUÁ;1996;EEF FRANCISCO BARBOSA;INGA;CARRAPATEIRAS;63660000;223;197; ;0;197
19;15679;TAUÁ;2003;EEF MERANDOLINO PEREIRA CAVALCANTE;BARRIGUDA;MARROAS;63660000;221;111; ;0;111
19;15679;TAUÁ;2011;JOAO ARAUJO FREIRE;FECHADO GRANDE;MARROAS;63600000;229;84; ;0;84
19;15679;TAUÁ;2038;EEI AUREA JATAI MOTA;RUA DR BERNARDO DE CASTRO FEITOSA SN;ALTO BRILHANTE;63660000;231;328; ;0;328
19;15679;TAUÁ;2038;EEI AUREA JATAI MOTA;RUA DR BERNARDO DE CASTRO FEITOSA SN;ALTO BRILHANTE;63660000;264;141; ;0;141
19;15679;TAUÁ;2046;EEF MARIA DO LIVRAMENTO BARRETO DA COSTA LEITAO;RUA PEDRO MATIAS DE VASCONCELOS SN;BEZERRA E SOUZA;63660000;230;384; ;0;384
19;15679;TAUÁ;2046;EEF MARIA DO LIVRAMENTO BARRETO DA COSTA LEITAO;RUA PEDRO MATIAS DE VASCONCELOS SN;BEZERRA E SOUZA;63660000;266;390; ;0;390
19;15679;TAUÁ;2054;ESCOLA VICENCIA BIRRO DOS REIS;RIACHO DAS PEDRAS;CARRAPATEIRAS;63660000;232;112; ;0;112
19;15679;TAUÁ;2062;ESCOLA MARIA CEFISA BONFIM GOMES;CONFIANCA;SANTA TEREZA;63660000;234;72; ;0;72
19;15679;TAUÁ;2070;ESCOLA MANOEL LUIS DE OLIVEIRA;RIACHO DOS CAVALOS;MARRECAS;63660000;233;135; ;0;135
19;15679;TAUÁ;2089;ESCOLA MOISES FERREIRA BARRETO;SAO JOAO;TRICI;63660000;238;139; ;0;139
19;15679;TAUÁ;2097;ESCOLA OSSIAN ALENCAR ARARIPE;POÇOS;INHAMUNS;63660000;236;63; ;0;63
19;15679;TAUÁ;2100;ESCOLA FRANCISCO FRUTUOSO DE BARROS;ESCONDIDO;BARRA NOVA;63660000;239;108; ;0;108
19;15679;TAUÁ;2119;ESCOLA JOSE LINO DA SILVA;CATOLÉ;CARRAPATEIRAS;63660000;240;77; ;0;77
19;15679;TAUÁ;2127;ESCOLA MARIA DE DEUS ALVES FEITOSA;CENTRAL II;SEDE;63660000;235;146; ;0;146
19;15679;TAUÁ;2135;ASSOCIAÇÃO DOS PRODUTORES RURAIS JOSE ALVES OLIVEIRA;ZABELÊ;INHAMUNS;63660000;237;73; ;0;73
19;15679;TAUÁ;2143;ESCOLA LUZIA PEREIRA LIMA;ALMAS;TRICI;63660000;244;87; ;0;87
19;15679;TAUÁ;2160;ESCOLA JOAQUIM RIBEIRO MACIEL;RAMADINHA;BARRA NOVA;63660000;241;64; ;0;64
19;15679;TAUÁ;2178;TEMISTOCLES LINS FIALHO;CACHOEIRINHA DO PAI SENHOR;BARRA NOVA;63660000;245;147; ;0;147
19;15679;TAUÁ;2186;ESCOLA NOSSA SENHORA DE FATIMA;GALUADA;CARRAPATEIRAS;63660000;247;50; ;0;50
19;15679;TAUÁ;2194;ASSOCIACAO DOS PEQUENOS PRODUTORES DE MARAVILHA;MARAVILHA;TRICI;63660000;243;53; ;0;53
19;15679;TAUÁ;2208;ESCOLA BENEVENUTO NONATO DE ALMEIDA;SANTO ANTONIO;SANTA TEREZA;63660000;246;71; ;0;71
19;15679;TAUÁ;2216;ESCOLA ANA ALVES DE OLIVEIRA;TRAPIA;INHAMUNS;63660000;249;91; ;0;91
19;15679;TAUÁ;2224;EEF PEDRO MOREIRA DE OLIVEIRA;SANTO ANTÔNIO DOS PEDROSA;MARROAS;63660000;258;62; ;0;62
19;15679;TAUÁ;2232;EEF SILVESTRE ARAÚJO MOTA;BARRA DOS CÂNDIDOS;MARROAS;63660000;257;84; ;0;84
19;15679;TAUÁ;2240;EEF ANTÔNIO VIEIRA GOMES;SÃO CRISTÓVÃO;CARRAPATEIRAS;63660000;259;108; ;0;108
19;15679;TAUÁ;2259;EEF ANTÔNIA MARIA DA CONCEIÇÃO;SÍTIO LAGOA;CARRAPATEIRAS;63660000;263;57; ;0;57
19;15679;TAUÁ;2267;EEF MANOEL INÁCIO DE SOUSA;LUSTAL II;SEDE;63660000;262;120; ;0;120
19;15679;TAUÁ;2275;E.E.F.M. ABRAHÃO SCARCELA DE CARVALHO;VERA CRUZ;INHAMUNS;63660000;113;186;114;184;370
19;15679;TAUÁ;2275;E.E.F.M. ABRAHÃO SCARCELA DE CARVALHO;VERA CRUZ;INHAMUNS;63660000;115;184;156;183;367
19;15679;TAUÁ;2275;E.E.F.M. ABRAHÃO SCARCELA DE CARVALHO;VERA CRUZ;INHAMUNS;63660000;117;182;116;199;381
20;13340;IPAPORANGA;1023;ESCOLA DE ENSINO FUNDAMENTAL FRANCISCO PEREIRA DE SOUSA;SAO DOMINGOS;DISTRITO SACRAMENTO;62215000;237;173;262;20;193
20;13340;IPAPORANGA;1031;ESCOLA DE ENSINO FUNDAMENTAL WALDEMAR DE ALCÂNTARA;RUA PEDRO CORREIA LEITÃO, SN;ALTO DO BOM PRINCÍPIO;62215000;238;291;289;19;310
20;13340;IPAPORANGA;1031;ESCOLA DE ENSINO FUNDAMENTAL WALDEMAR DE ALCÂNTARA;RUA PEDRO CORREIA LEITÃO, SN;ALTO DO BOM PRINCÍPIO;62215000;239;296; ;0;296
20;13340;IPAPORANGA;1031;ESCOLA DE ENSINO FUNDAMENTAL WALDEMAR DE ALCÂNTARA;RUA PEDRO CORREIA LEITÃO, SN;ALTO DO BOM PRINCÍPIO;62215000;240;302; ;0;302
20;13340;IPAPORANGA;1031;ESCOLA DE ENSINO FUNDAMENTAL WALDEMAR DE ALCÂNTARA;RUA PEDRO CORREIA LEITÃO, SN;ALTO DO BOM PRINCÍPIO;62215000;296;321; ;0;321
20;13340;IPAPORANGA;1031;ESCOLA DE ENSINO FUNDAMENTAL WALDEMAR DE ALCÂNTARA;RUA PEDRO CORREIA LEITÃO, SN;ALTO DO BOM PRINCÍPIO;62215000;310;270;245;48;318
20;13340;IPAPORANGA;1040;ESCOLA DE ENSINO FUNDAMENTAL JORGE PINHEIRO DE OLIVEIRA;CAJAS DOS JORGES;DISTRITO CAJÁS DOS JORGES;62215000;241;233;243;2;235
20;13340;IPAPORANGA;1040;ESCOLA DE ENSINO FUNDAMENTAL JORGE PINHEIRO DE OLIVEIRA;CAJAS DOS JORGES;DISTRITO CAJÁS DOS JORGES;62215000;242;234;260;5;239
20;13340;IPAPORANGA;1066;ESCOLA DE ENSINO FUNDAMENTAL SANTA MARTA;BOA ESPERANCA;DISTRITO CAJÁS DOS JORGES;62215000;244;97; ;0;97
20;13340;IPAPORANGA;1090;ESCOLA DE ENSINO FUNDAMENTAL MANOEL MARCOS FERREIRA;BURITI DOS BRAS;DISTRITO SÍTIO ARARAS;62215000;247;150; ;0;150
20;13340;IPAPORANGA;1104;ESCOLA DE ENSINO FUNDAMENTAL GONCALVES DE PAULA;ACUDE NOVO;DISTRITO LAGOA DO BARRO;62215000;248;105; ;0;105
20;13340;IPAPORANGA;1112;CRECHE MONTEIRO LOBATO;AV. GABRIEL RODRIGUES JUNIOR,SN;ALTO DO BOM PRINCÍPIO;62215000;249;206; ;0;206
20;13340;IPAPORANGA;1112;CRECHE MONTEIRO LOBATO;AV. GABRIEL RODRIGUES JUNIOR,SN;ALTO DO BOM PRINCÍPIO;62215000;250;211; ;0;211
20;13340;IPAPORANGA;1112;CRECHE MONTEIRO LOBATO;AV. GABRIEL RODRIGUES JUNIOR,SN;ALTO DO BOM PRINCÍPIO;62215000;251;209; ;0;209
20;13340;IPAPORANGA;1120;ESCOLA DE ENSINO FUNDAMENTAL MANUEL FERREIRA DE OLIVEIRA;PALMEIRAS;DISTRITO SÍTIO ARARAS;62215000;252;154;246;11;165
20;13340;IPAPORANGA;1139;ESCOLA DE ENSINO FUNDAMENTAL SANTA RITA DE CASSIA;AGUA BRANCA;DISTRITO ÁGUA BRANCA;62215000;253;127;274;28;155
20;13340;IPAPORANGA;1139;ESCOLA DE ENSINO FUNDAMENTAL SANTA RITA DE CASSIA;AGUA BRANCA;DISTRITO ÁGUA BRANCA;62215000;256;123; 255, 254;243;366
20;13340;IPAPORANGA;1155;ESCOLA DE ENSINO FUNDAMENTAL MARCOS ALMEIDA NETO;ARARAS;DISTRITO SÍTIO ARARAS;62215000;259;165;258;162;327
20;13340;IPAPORANGA;1171;ESCOLA DE ENSINO FUNDAMENTAL ANTONIO DIAS FERREIRA;TORROES;DISTRITO TORRÕES;62215000;261;301; 236, 265;44;345
20;13340;IPAPORANGA;1198;GRUPO ESCOLAR SAO JOAO DEL REI;LAGOA DO PEIXE;DISTRITO MULUNGU;62215000;263;155; ;0;155
20;13340;IPAPORANGA;1201;ESCOLA DE ENSINO FUNDAMENTAL JOAQUIM CORREIA DE SOUSA;CANABRAVINHA;DISTRITO SÍTIO ARARAS;62215000;264;109; ;0;109
20;13340;IPAPORANGA;1228;ESCOLA DE ENSINO FUNDAMENTAL GONCALVES PEREIRA DA SILVA;GROTAS;DISTRITO SACRAMENTO;62215000;266;117;283;100;217
20;13340;IPAPORANGA;1236;ESCOLA DE ENSINO FUNDAMENTAL LUIZ LOPES DE SOUSA;ESTREITO;DISTRITO LAGOA DO BARRO;62215000;267;141;269;140;281
20;13340;IPAPORANGA;1236;ESCOLA DE ENSINO FUNDAMENTAL LUIZ LOPES DE SOUSA;ESTREITO;DISTRITO LAGOA DO BARRO;62215000;268;142; ;0;142
20;13340;IPAPORANGA;1244;CRECHE CRIANCA FELIZ;RUA SERGIO CORREIA 24 - CAIXA DAGUA;ÁGUAS BELAS;62215000;273;74; 272, 271, 270;208;282
20;13340;IPAPORANGA;1260;ESCOLA DE ENSINO FUNDAMENTAL MARIA VIEIRA DE PINHO;RUA FRANKLIN JOSÉ VIEIRA, SN;CENTRO;62215000;277;150;275;150;300
20;13340;IPAPORANGA;1260;ESCOLA DE ENSINO FUNDAMENTAL MARIA VIEIRA DE PINHO;RUA FRANKLIN JOSÉ VIEIRA, SN;CENTRO;62215000;278;148; ;0;148
20;13340;IPAPORANGA;1260;ESCOLA DE ENSINO FUNDAMENTAL MARIA VIEIRA DE PINHO;RUA FRANKLIN JOSÉ VIEIRA, SN;CENTRO;62215000;279;149;276;149;298
20;13340;IPAPORANGA;1279;ESCOLA DE ENSINO FUNDAMENTAL JOSE DOMINGOS DE MORAES;LAGOA DO BARRO;DISTRITO LAGOA DO BARRO;62215000;280;301; ;0;301
20;13340;IPAPORANGA;1279;ESCOLA DE ENSINO FUNDAMENTAL JOSE DOMINGOS DE MORAES;LAGOA DO BARRO;DISTRITO LAGOA DO BARRO;62215000;281;293;285;3;296
20;13340;IPAPORANGA;1287;ESCOLA DE ENSINO FUNDAMENTAL ROSA ALVES DE ALMEIDA;CAJAS DOS QUADRO;DISTRITO MULUNGU;62215000;282;113; ;0;113
20;13340;IPAPORANGA;1325;ESCOLA DE ENSINO FUNDAMENTAL MACARIO JORGE SOARES;SACRAMENTO;DISTRITO SACRAMENTO;62215000;287;113; 288, 286;124;237
20;13340;IPAPORANGA;1350;ESCOLA DE ENSINO FUNDAMENTAL ANTONIO LOPES TEIXEIRA;MULUNGU;DISTRITO MULUNGU;62215000;290;252;299;60;312
20;13838;CRATEÚS;1023;UNIVERSIDADE ESTADUAL VALE DO ACARAÚ;RUA FIRMINO ROSA, 837;CENTRO;63700000;2;85; 35, 143;145;230
20;13838;CRATEÚS;1023;UNIVERSIDADE ESTADUAL VALE DO ACARAÚ;RUA FIRMINO ROSA, 837;CENTRO;63700000;5;69; 4, 3, 29;197;266
20;13838;CRATEÚS;1031;ESCOLINHA GENERAL SOUTO MAIOR;RUA CEL LUCIO 109;CENTRO;63700000;129;99;6;81;180
20;13838;CRATEÚS;1040;ESCOLA DE CIDADANIA MARIA BEZERRA DE SOUSA;CABECA DA ONCA;DISTRITO MONTE NEBO;63700000;7;208; ;0;208
20;13838;CRATEÚS;1040;ESCOLA DE CIDADANIA MARIA BEZERRA DE SOUSA;CABECA DA ONCA;DISTRITO MONTE NEBO;63700000;215;202; ;0;202
20;13838;CRATEÚS;1066;ESCOLA DE CIDADANIA DE SANTANA I;SANTANA I;DISTRITO DE SANTANA;63700000;94;187;9;185;372
20;13838;CRATEÚS;1066;ESCOLA DE CIDADANIA DE SANTANA I;SANTANA I;DISTRITO DE SANTANA;63700000;113;193; 103, 102;106;299
20;13838;CRATEÚS;1090;CENTRO DE ATENÇÃO PSICOSOCIAL DR. ABDORAL MACHADO (CAPS);RUA AUTON ARAGAO, SN;SÃO VICENTE;63700000;12;103; 148, 15, 14;133;236
20;13838;CRATEÚS;1090;CENTRO DE ATENÇÃO PSICOSOCIAL DR. ABDORAL MACHADO (CAPS);RUA AUTON ARAGAO, SN;SÃO VICENTE;63700000;142;110;13;101;211
20;13838;CRATEÚS;1120;COLEGIO ESTADUAL REGINA PACIS;RUA FRANCISCO SA 106;CENTRO;63700000;18;155; ;0;155
20;13838;CRATEÚS;1120;COLEGIO ESTADUAL REGINA PACIS;RUA FRANCISCO SA 106;CENTRO;63700000;116;165;20;164;329
20;13838;CRATEÚS;1120;COLEGIO ESTADUAL REGINA PACIS;RUA FRANCISCO SA 106;CENTRO;63700000;117;157;19;156;313
20;13838;CRATEÚS;1120;COLEGIO ESTADUAL REGINA PACIS;RUA FRANCISCO SA 106;CENTRO;63700000;140;158;21;158;316
20;13838;CRATEÚS;1120;COLEGIO ESTADUAL REGINA PACIS;RUA FRANCISCO SA 106;CENTRO;63700000;206;159;205;159;318
20;13838;CRATEÚS;1139;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSOR LUIZ BEZERRA;RUA DR LUIZ CHAVES E MELO;CIDADE NOVA;63700000;22;142;23;139;281
20;13838;CRATEÚS;1139;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSOR LUIZ BEZERRA;RUA DR LUIZ CHAVES E MELO;CIDADE NOVA;63700000;24;145;28;142;287
20;13838;CRATEÚS;1139;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSOR LUIZ BEZERRA;RUA DR LUIZ CHAVES E MELO;CIDADE NOVA;63700000;56;148;144;145;293
20;13838;CRATEÚS;1139;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSOR LUIZ BEZERRA;RUA DR LUIZ CHAVES E MELO;CIDADE NOVA;63700000;58;162;57;160;322
20;13838;CRATEÚS;1139;CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSOR LUIZ BEZERRA;RUA DR LUIZ CHAVES E MELO;CIDADE NOVA;63700000;134;155;55;153;308
20;13838;CRATEÚS;1163;SEFAZ-CE (DELEGACIA REGIONAL E COLETORIA ESPECIAL DA FAZENDA);RUA CEL. ZEZE,  1084;CENTRO;63700000;27;188;26;15;203
20;13838;CRATEÚS;1180;CENTRO REGIONAL DE DESENVOLVIMENTO DA EDUCACAO (CREDE 13);KM 4 BR 226;VENANCIOS;63700000;30;257; ;0;257
20;13838;CRATEÚS;1180;CENTRO REGIONAL DE DESENVOLVIMENTO DA EDUCACAO (CREDE 13);KM 4 BR 226;VENANCIOS;63700000;31;257; ;0;257
20;13838;CRATEÚS;1180;CENTRO REGIONAL DE DESENVOLVIMENTO DA EDUCACAO (CREDE 13);KM 4 BR 226;VENANCIOS;63700000;32;266; ;0;266
20;13838;CRATEÚS;1180;CENTRO REGIONAL DE DESENVOLVIMENTO DA EDUCACAO (CREDE 13);KM 4 BR 226;VENANCIOS;63700000;33;258; ;0;258
20;13838;CRATEÚS;1180;CENTRO REGIONAL DE DESENVOLVIMENTO DA EDUCACAO (CREDE 13);KM 4 BR 226;VENANCIOS;63700000;34;251; ;0;251
20;13838;CRATEÚS;1201;SECRETARIA DE EDUCACAO DO MUNICIPIO;RUA CEL TOTO SN;SÃO VICENTE;63700000;36;205; ;0;205
20;13838;CRATEÚS;1201;SECRETARIA DE EDUCACAO DO MUNICIPIO;RUA CEL TOTO SN;SÃO VICENTE;63700000;37;200; ;0;200
20;13838;CRATEÚS;1201;SECRETARIA DE EDUCACAO DO MUNICIPIO;RUA CEL TOTO SN;SÃO VICENTE;63700000;71;201; ;0;201
20;13838;CRATEÚS;1201;SECRETARIA DE EDUCACAO DO MUNICIPIO;RUA CEL TOTO SN;SÃO VICENTE;63700000;72;210; ;0;210
20;13838;CRATEÚS;1201;SECRETARIA DE EDUCACAO DO MUNICIPIO;RUA CEL TOTO SN;SÃO VICENTE;63700000;165;203; ;0;203
20;13838;CRATEÚS;1201;SECRETARIA DE EDUCACAO DO MUNICIPIO;RUA CEL TOTO SN;SÃO VICENTE;63700000;203;205; ;0;205
20;13838;CRATEÚS;1201;SECRETARIA DE EDUCACAO DO MUNICIPIO;RUA CEL TOTO SN;SÃO VICENTE;63700000;207;213; ;0;213
20;13838;CRATEÚS;1228;EMATER REGIONAL;RUA AMADEU CATUNDA,SN;ALTAMIRA;63700000;41;271; ;0;271
20;13838;CRATEÚS;1228;EMATER REGIONAL;RUA AMADEU CATUNDA,SN;ALTAMIRA;63700000;42;263; ;0;263
20;13838;CRATEÚS;1228;EMATER REGIONAL;RUA AMADEU CATUNDA,SN;ALTAMIRA;63700000;43;262; ;0;262
20;13838;CRATEÚS;1236;SEDE COMUNITARIA DO BAIRRO SANTA LUZIA;GUSTAVO BARROSO, 2185;SANTA LUZIA;63700000;44;190; ;0;190
20;13838;CRATEÚS;1236;SEDE COMUNITARIA DO BAIRRO SANTA LUZIA;GUSTAVO BARROSO, 2185;SANTA LUZIA;63700000;291;230; ;0;230
20;13838;CRATEÚS;1244;ESCOLA DE CIDADANIA AMADEU CATUNDA;RUA ALMIRANTE TAMANDARE 1873;SÃO JOSÉ;63700000;46;335; ;0;335
20;13838;CRATEÚS;1244;ESCOLA DE CIDADANIA AMADEU CATUNDA;RUA ALMIRANTE TAMANDARE 1873;SÃO JOSÉ;63700000;47;334; ;0;334
20;13838;CRATEÚS;1244;ESCOLA DE CIDADANIA AMADEU CATUNDA;RUA ALMIRANTE TAMANDARE 1873;SÃO JOSÉ;63700000;130;339; ;0;339
20;13838;CRATEÚS;1252;EEFM LOURENCO FILHO;RUA FIRMINO ROSA 587;CENTRO;63700000;48;121; 51, 208;234;355
20;13838;CRATEÚS;1252;EEFM LOURENCO FILHO;RUA FIRMINO ROSA 587;CENTRO;63700000;49;122; 40, 17, 16, 38, 39;253;375
20;13838;CRATEÚS;1252;EEFM LOURENCO FILHO;RUA FIRMINO ROSA 587;CENTRO;63700000;50;122; 52, 25;231;353
20;13838;CRATEÚS;1252;EEFM LOURENCO FILHO;RUA FIRMINO ROSA 587;CENTRO;63700000;137;73; ;0;73
20;13838;CRATEÚS;1260;ASSOCIAÇÃO PESTALOZI DE CRATEÚS;RUA JOAO RIBEIRO LIMA 183;FATIMA I;63700000;53;263; ;0;263
20;13838;CRATEÚS;1260;ASSOCIAÇÃO PESTALOZI DE CRATEÚS;RUA JOAO RIBEIRO LIMA 183;FATIMA I;63700000;133;288; ;0;288
20;13838;CRATEÚS;1260;ASSOCIAÇÃO PESTALOZI DE CRATEÚS;RUA JOAO RIBEIRO LIMA 183;FATIMA I;63700000;197;287; ;0;287
20;13838;CRATEÚS;1260;ASSOCIAÇÃO PESTALOZI DE CRATEÚS;RUA JOAO RIBEIRO LIMA 183;FATIMA I;63700000;231;280; ;0;280
20;13838;CRATEÚS;1260;ASSOCIAÇÃO PESTALOZI DE CRATEÚS;RUA JOAO RIBEIRO LIMA 183;FATIMA I;63700000;307;273; ;0;273
20;13838;CRATEÚS;1279;ESCOLA DE 1 GRAU SAO VICENTE DE PAULA;RUA ZACARIAS CARLOS DE MELO 738;SÃO VICENTE;63700000;54;302; ;0;302
20;13838;CRATEÚS;1295;ESCOLA DE CIDADANIA VIDALINA MARIA DA CONCEICAO;VALENTE;DISTRITO SANTO ANTÔNIO;63700000;61;122;187;121;243
20;13838;CRATEÚS;1295;ESCOLA DE CIDADANIA VIDALINA MARIA DA CONCEICAO;VALENTE;DISTRITO SANTO ANTÔNIO;63700000;209;123;62;120;243
20;13838;CRATEÚS;1309;ESCOLA DE CIDADANIA PEDRO ALVARES CABRAL;OITICICA;DISTRITO OITICICA;63700000;63;46; ;0;46
20;13838;CRATEÚS;1317;ESCOLA DE CIDADANIA SAO JOSE;POTI;DISTRITO POTI;63700000;65;186;228;15;201
20;13838;CRATEÚS;1317;ESCOLA DE CIDADANIA SAO JOSE;POTI;DISTRITO POTI;63700000;66;182;64;174;356
20;13838;CRATEÚS;1325;ESCOLA TECNICA DE COMERCIO PADRE JUVENCIO;RUA JOAO SOARES, 15;ALTAMIRA;63700000;67;255; ;0;255
20;13838;CRATEÚS;1325;ESCOLA TECNICA DE COMERCIO PADRE JUVENCIO;RUA JOAO SOARES, 15;ALTAMIRA;63700000;68;258; ;0;258
